"ENTREZID" "EVIDENCE" "ONTOLOGY" "SYMBOL" "TXCHROM" "GOID"
"246753" "14311" "IEA" "CC" "Cidec" "chr6" "GO:0005622"
"246765" "67767" "IEA" "BP" "Jagn1" "chr6" "GO:0002376"
"246781" "57890" "IEA" "CC" "Il17re" "chr6" "GO:0005576"
"246790" "171095" "IPI" "MF" "Il17rc" "chr6" "GO:0005102"
"246803" "171508" "IEA" "MF" "Creld1" "chr6" "GO:0005509"
"246808" "210673" "ND" "MF" "Prrt3" "chr6" "GO:0003674"
"246813" "66087" "ND" "MF" "Emc3" "chr6" "GO:0003674"
"246819" "211651" "IDA" "CC" "Fancd2" "chr6" "GO:0000793"
"246842" "70979" "ND" "MF" "Fancd2os" "chr6" "GO:0003674"
"246845" "101314" "IMP" "BP" "Brk1" "chr6" "GO:0001701"
"246863" "22346" "ISO" "BP" "Vhl" "chr6" "GO:0000122"
"246922" "108960" "IEA" "MF" "Irak2" "chr6" "GO:0000166"
"246948" "381801" "IBA" "MF" "Tatdn2" "chr6" "GO:0004536"
"246950" "58991" "ISO" "BP" "Ghrl" "chr6" "GO:0000187"
"247007" "110379" "ISO" "CC" "Sec13" "chr6" "GO:0000776"
"247028" "100504971" NA NA NA NA NA
"247029" "11941" "IEA" "MF" "Atp2b2" "chr6" "GO:0000166"
"247098" "243616" "IBA" "MF" "Slc6a11" "chr6" "GO:0005215"
"247110" "232333" "IEA" "MF" "Slc6a1" "chr6" "GO:0005328"
"247135" "15465" "IEA" "MF" "Hrh1" "chr6" "GO:0004871"
"247162" "74244" "IMP" "BP" "Atg7" "chr6" "GO:0000045"
"247228" "100862196" NA NA NA NA NA
"247229" "232334" "IPI" "MF" "Vgll4" "chr6" "GO:0005515"
"247234" "109292" NA NA "4631423B10Rik" NA NA
"247235" "68971" "ND" "MF" "Tamm41" "chr6" "GO:0003674"
"247245" "100503783" NA NA "Gm17733" "chr6" NA
"247246" "20965" "IEA" "MF" "Syn2" "chr6" "GO:0003824"
"247262" "110595" "IBA" "MF" "Timp4" "chr6" "GO:0002020"
"247278" "19016" "IDA" "BP" "Pparg" "chr6" "GO:0000122"
"247411" "381802" "IBA" "MF" "Tsen2" "chr6" "GO:0000213"
"247422" "70291" "ND" "MF" "Mkrn2os" "chr6" "GO:0003674"
"247425" "67027" "ISO" "MF" "Mkrn2" "chr6" "GO:0003723"
"247432" "110157" "ISO" "BP" "Raf1" "chr6" "GO:0000165"
"247487" "94346" "ND" "MF" "Tmem40" "chr6" "GO:0003674"
"247492" "67088" "IPI" "MF" "Cand2" "chr6" "GO:0005515"
"247500" "19951" "IC" "MF" "Rpl32" "chr6" "GO:0003735"
"247507" "100217451" "ND" "MF" "Snora7a" "chr6" "GO:0003674"
"247510" "212516" "ND" "MF" "Efcab12" "chr6" "GO:0003674"
"247513" "17193" "IDA" "CC" "Mbd4" "chr6" "GO:0000785"
"247530" "81896" "IMP" "BP" "Ift122" "chr6" "GO:0001843"
"247570" "212541" "IDA" "CC" "Rho" "chr6" "GO:0001750"
"247604" "171506" "IEA" "CC" "H1foo" "chr6" "GO:0000786"
"247617" "67784" "IMP" "BP" "Plxnd1" "chr6" "GO:0001525"
"247646" "330401" "ND" "MF" "Tmcc1" "chr6" "GO:0003674"
"247652" "666634" NA NA "Gm8203" NA NA
"247653" "666648" NA NA "Gm8213" NA NA
"247654" "28006" "ISO" "MF" "Washc2" "chr6" "GO:0005546"
"247673" "67492" "ND" "MF" "Zfand4" "chr6" "GO:0003674"
"247678" "71779" "ISO" "BP" "March8" "chr6" "GO:0000209"
"247696" "11689" "ISO" "BP" "Alox5" "chr6" "GO:0002526"
"247728" "100503845" NA NA NA NA NA
"247729" "258914" "IBA" "MF" "Olfr211" "chr6" "GO:0004888"
"247737" "258019" "ISA" "MF" "Olfr212" "chr6" "GO:0004984"
"247741" "258020" "ISA" "MF" "Olfr213" "chr6" "GO:0004984"
"247745" "258754" "ISA" "MF" "Olfr214" "chr6" "GO:0004984"
"247749" "258438" "ISA" "MF" "Olfr215" "chr6" "GO:0004984"
"247753" "67255" "IEA" "MF" "Zfp422" "chr6" "GO:0003676"
"247760" "213391" "ND" "MF" "Rassf4" "chr6" "GO:0003674"
"247764" "213393" "ND" "MF" "8430408G22Rik" "chr6" "GO:0003674"
"247769" "319776" "ND" "MF" "Tmem72" "chr6" "GO:0003674"
"247774" "20315" "IMP" "BP" "Cxcl12" "chr6" "GO:0001569"
"247826" "100126203" NA NA "6820426E19Rik" NA NA
"247827" "330403" NA NA "Gm9946" NA NA
"247828" "72263" NA NA "1700030F04Rik" "chr6" NA
"247829" "621705" NA NA "Gm6253" NA NA
"247830" "232337" "IEA" "MF" "Zfp637" "chr6" "GO:0003676"
"247834" "22685" "IEA" "MF" "Zfp239" "chr6" "GO:0003676"
"247841" "98758" "IEA" "MF" "Hnrnpf" "chr6" "GO:0003676"
"247856" "108017" "IEA" "MF" "Fxyd4" "chr6" "GO:0005216"
"247866" "70727" "ISO" "MF" "Rasgef1a" "chr6" "GO:0005088"
"247870" "78752" "IEA" "CC" "Csgalnact2" "chr6" "GO:0005794"
"247883" "19713" "IGI" "BP" "Ret" "chr6" "GO:0000165"
"247944" "73531" "ND" "MF" "1700069P05Rik" "chr6" "GO:0003674"
"247947" "213895" "IBA" "BP" "Bms1" "chr6" "GO:0000462"
"247956" "100503945" NA NA NA NA NA
"247957" "72720" "ND" "MF" "Zfp248" "chr6" "GO:0003674"
"247960" "22750" "ND" "MF" "Zfp9" "chr6" "GO:0003674"
"247963" "232339" "IPI" "MF" "Ankrd26" "chr6" "GO:0005515"
"247975" "12288" "IDA" "CC" "Cacna1c" "chr6" "GO:0002095"
"248056" "74363" NA NA "4931430N09Rik" "chr6" NA
"248057" "319618" "IEA" "BP" "Dcp1b" "chr6" "GO:0000184"
"248071" "100503955" NA NA NA NA NA
"248072" "319734" "IEA" "MF" "Cacna2d4" "chr6" "GO:0005244"
"248085" "211187" "IBA" "MF" "Lrtm2" "chr6" "GO:0004860"
"248093" "68465" "IDA" "MF" "Adipor2" "chr6" "GO:0004872"
"248116" "22419" "ISO" "MF" "Wnt5b" "chr6" "GO:0005102"
"248136" "101358" "ISO" "MF" "Fbxl14" "chr6" "GO:0004842"
"248139" "111173" "IPI" "MF" "Erc1" "chr6" "GO:0005515"
"248153" "67289" "ND" "MF" "3110021A11Rik" "chr6" "GO:0003674"
"248156" "19365" "IDA" "BP" "Rad52" "chr6" "GO:0000724"
"248174" "232341" "IEA" "MF" "Wnk1" "chr6" "GO:0000166"
"248211" "29862" "IEA" "BP" "Ninj2" "chr6" "GO:0007155"
"248215" "330406" "ISO" "CC" "B4galnt3" "chr6" "GO:0005794"
"248224" "67200" "ND" "MF" "Ccdc77" "chr6" "GO:0003674"
"248228" "214899" "IMP" "BP" "Kdm5a" "chr6" "GO:0000122"
"248259" "16172" "IPI" "MF" "Il17ra" "chr6" "GO:0005102"
"248274" "94047" NA NA "Cecr6" "chr6" NA
"248275" "214932" "ND" "MF" "Hdhd5" "chr6" "GO:0003674"
"248278" "73505" "ND" "MF" "1700072O05Rik" "chr6" "GO:0003674"
"248281" "330409" "IMP" "BP" "Cecr2" "chr6" "GO:0001842"
"248295" "71803" "IBA" "MF" "Slc25a18" "chr6" "GO:0005314"
"248304" "11973" "IPI" "MF" "Atp6v1e1" "chr6" "GO:0005515"
"248322" "94044" "ND" "MF" "Bcl2l13" "chr6" "GO:0003674"
"248330" "12122" "IMP" "BP" "Bid" "chr6" "GO:0001836"
"248372" "100505050" NA NA NA NA NA
"248373" "194401" "ISO" "MF" "Mical3" "chr6" "GO:0003779"
"248392" "74043" "ISO" "CC" "Pex26" "chr6" "GO:0005777"
"248403" "53857" "IEA" "MF" "Tuba8" "chr6" "GO:0000166"
"248413" "24110" "IPI" "MF" "Usp18" "chr6" "GO:0005515"
"248426" "100504054" NA NA NA NA NA
"248427" "14412" "IBA" "MF" "Slc6a13" "chr6" "GO:0005215"
"248439" "14411" "IBA" "MF" "Slc6a12" "chr6" "GO:0005215"
"248449" "243621" "IEA" "MF" "Iqsec3" "chr6" "GO:0005086"
"248458" "232345" "ISO" "BP" "A2m" "chr6" "GO:0001869"
"248481" "17836" "IEA" "MF" "Mug1" "chr6" "GO:0004866"
"248488" "17837" "IEA" "MF" "Mug2" "chr6" "GO:0004866"
"248494" "381806" NA NA "Gm10319" "chr6" NA
"248495" "17835" NA NA "Mug-ps1" "chr6" NA
"248496" "50928" "IEA" "BP" "Klrg1" "chr6" "GO:0002376"
"248504" "625931" NA NA "Gm6637" NA NA
"248505" "17113" "IEA" "CC" "M6pr" "chr6" "GO:0000323"
"248520" "13619" "IDA" "CC" "Phc1" "chr6" "GO:0001739"
"248534" "74269" "ND" "MF" "1700063H04Rik" NA "GO:0003674"
"248537" "108653" "IEA" "MF" "Rimklb" "chr6" "GO:0000166"
"248546" "667035" NA NA "Gm8430" NA NA
"248547" "50530" "TAS" "CC" "Mfap5" "chr6" "GO:0001527"
"248555" "11628" "ISO" "CC" "Aicda" "chr6" "GO:0000178"
"248579" "11810" "ISO" "MF" "Apobec1" "chr6" "GO:0003729"
"248618" "14562" "ISO" "BP" "Gdf3" "chr6" "GO:0001501"
"248652" "73708" "IDA" "CC" "Dppa3" "chr6" "GO:0001939"
"248664" "100043805" NA NA "Gm10224" NA NA
"248665" "639606" NA NA "Gm10420" NA NA
"248666" "71950" "ISO" "BP" "Nanog" "chr6" "GO:0000122"
"248720" "20527" "IDA" "CC" "Slc2a3" "chr6" "GO:0002080"
"248751" "60611" "ISO" "MF" "Foxj2" "chr6" "GO:0000978"
"248765" "12267" "ISO" "MF" "C3ar1" "chr6" "GO:0001850"
"248794" "67602" "IPI" "MF" "Necap1" "chr6" "GO:0005515"
"248803" "100862403" NA NA NA NA NA
"248804" "269799" "ND" "MF" "Clec4a1" "chr6" "GO:0003674"
"248807" "73149" "ND" "MF" "Clec4a3" "chr6" "GO:0003674"
"248810" "474145" "ND" "CC" "Clec4a4" "chr6" "GO:0005575"
"248813" "69810" "IDA" "BP" "Clec4b1" "chr6" "GO:0051281"
"248814" "26888" "IEA" "BP" "Clec4a2" "chr6" "GO:0002250"
"248820" "381809" "IDA" "BP" "Clec4b2" "chr6" "GO:0002579"
"248823" "56620" "IEA" "BP" "Clec4n" "chr6" "GO:0002250"
"248833" "17474" "IMP" "BP" "Clec4d" "chr6" "GO:0002250"
"248844" "56619" "IMP" "BP" "Clec4e" "chr6" "GO:0002292"
"248856" "232358" "ND" "MF" "Vmn2r19" "chr6" "GO:0003674"
"248859" "667180" "ND" "MF" "Vmn2r20" "chr6" "GO:0003674"
"248862" "546912" "ND" "MF" "Vmn2r21" "chr6" "GO:0003674"
"248865" "546913" "ND" "MF" "Vmn2r22" "chr6" "GO:0003674"
"248868" "435916" "ND" "MF" "Vmn2r23" "chr6" "GO:0003674"
"248871" "243628" "ND" "MF" "Vmn2r24" "chr6" "GO:0003674"
"248874" "545874" "ND" "MF" "Vmn2r25" "chr6" "GO:0003674"
"248877" "56552" "IEA" "MF" "Vmn2r26" "chr6" "GO:0004871"
"248885" "232367" "ND" "MF" "Vmn2r27" "chr6" "GO:0003674"
"248888" "93671" "ISO" "MF" "Cd163" "chr6" "GO:0005044"
"248896" "76921" "ND" "MF" "1700013D24Rik" "chr6" "GO:0003674"
"248899" "19305" "IMP" "BP" "Pex5" "chr6" "GO:0000038"
"248946" "232370" "IGI" "BP" "Clstn3" "chr6" "GO:0001558"
"248970" "232371" "IEA" "BP" "C1rl" "chr6" "GO:0002376"
"248982" "50909" "IEA" "BP" "C1ra" "chr6" "GO:0002376"
"248997" "50908" "IBA" "BP" "C1s1" "chr6" "GO:0001867"
"249015" "667277" "IEA" "BP" "C1rb" "chr6" "GO:0002376"
"249030" "317677" "IBA" "BP" "C1s2" "chr6" "GO:0001867"
"249048" "14792" "IEA" "CC" "Lpcat3" "chr6" "GO:0005783"
"249057" "14791" "IBA" "BP" "Emg1" "chr6" "GO:0000462"
"249074" "12034" "ISO" "BP" "Phb2" "chr6" "GO:0000060"
"249112" "387159" "ISS" "BP" "Mir141" "chr6" "GO:0021889"
"249113" "723944" "ISO" "BP" "Mir200c" "chr6" "GO:0021889"
"249118" "15170" "IPI" "MF" "Ptpn6" "chr6" "GO:0001784"
"249168" "14790" "ND" "MF" "Grcc10" "chr6" "GO:0003674"
"249172" "19866" "IDA" "BP" "Rnu7" "chr5" "GO:0006396"
"249173" "13498" "ISO" "BP" "Atn1" "chr6" "GO:0000122"
"249201" "13807" "IEA" "CC" "Eno2" "chr6" "GO:0000015"
"249223" "16977" "ND" "MF" "Lrrc23" "chr6" "GO:0003674"
"249226" "14794" "IPI" "MF" "Spsb2" "chr6" "GO:0005515"
"249229" "21991" "IEA" "MF" "Tpi1" "chr6" "GO:0003824"
"249250" "22225" "ISO" "MF" "Usp5" "chr6" "GO:0004843"
"249264" "14793" "ND" "MF" "Cdca3" "chr6" "GO:0003674"
"249271" "14695" "TAS" "MF" "Gnb3" "chr6" "GO:0003924"
"249282" "14789" "IEA" "MF" "P3h3" "chr6" "GO:0005506"
"249293" "14788" "ND" "MF" "Gpr162" "chr6" "GO:0003674"
"249303" "12504" "IGI" "BP" "Cd4" "chr6" "GO:0001816"
"249362" "16768" "IDA" "MF" "Lag3" "chr6" "GO:0004888"
"249373" "69202" "IEA" "BP" "Ptms" "chr6" "GO:0002376"
"249375" "442825" "ND" "MF" "A230083G16Rik" NA "GO:0003674"
"249378" "30853" "IPI" "MF" "Mlf2" "chr6" "GO:0005515"
"249383" "26894" "IBA" "BP" "Cops7a" "chr6" "GO:0000338"
"249392" "319352" "ND" "MF" "Pianp" "chr6" "GO:0003674"
"249399" "269800" "ISO" "CC" "Zfp384" "chr6" "GO:0005634"
"249406" "28019" "ISO" "CC" "Ing4" "chr6" "GO:0000123"
"249432" "54137" "ISA" "CC" "Acrbp" "chr6" "GO:0001669"
"249442" "381810" "IEA" "MF" "Lpar5" "chr6" "GO:0004871"
"249451" "107932" "ISO" "BP" "Chd4" "chr6" "GO:0000122"
"249490" "110109" "IBA" "BP" "Nop2" "chr6" "GO:0000470"
"249503" "320678" "ND" "MF" "Iffo1" "chr6" "GO:0003674"
"249508" "14433" "ISO" "BP" "Gapdh" "chr6" "GO:0000226"
"249549" "68298" "ISO" "CC" "Ncapd2" "chr6" "GO:0000228"
"249574" "100217413" "ND" "MF" "Scarna10" "chr6" "GO:0003674"
"249577" "66493" "IDA" "MF" "Mrpl51" "chr6" "GO:0003735"
"249588" "100526526" NA NA "Mir3098" NA NA
"249589" "22317" "IBA" "MF" "Vamp1" "chr6" "GO:0005484"
"249605" "213233" "IEA" "BP" "Tapbpl" "chr6" "GO:0002376"
"249615" "78668" NA NA "E130112N10Rik" "chr6" NA
"249616" "21940" "IEA" "MF" "Cd27" "chr6" "GO:0004888"
"249643" "73870" NA NA "4930417O13Rik" "chr6" NA
"249644" "22144" "ISO" "CC" "Tuba3a" "chr6" "GO:0005634"
"249649" "17000" "IBA" "MF" "Ltbr" "chr6" "GO:0005031"
"249669" "20276" "ISO" "MF" "Scnn1a" "chr6" "GO:0003779"
"249701" "21937" "ISO" "CC" "Tnfrsf1a" "chr6" "GO:0000139"
"249761" "213522" "ND" "MF" "Plekhg6" "chr6" "GO:0003674"
"249770" "12527" "ISO" "MF" "Cd9" "chr6" "GO:0005178"
"249795" "22371" "IMP" "BP" "Vwf" "chr6" "GO:0001889"
"249827" "243634" "IMP" "MF" "Ano2" "chr6" "GO:0005229"
"249846" "18205" "ISO" "BP" "Ntf3" "chr6" "GO:0000187"
"249891" "100038574" "ND" "MF" "Gm10415" "chr6" "GO:0003674"
"249894" "16493" "ISO" "MF" "Kcna5" "chr6" "GO:0005102"
"249952" "16485" "ISO" "BP" "Kcna1" "chr6" "GO:0001964"
"250013" "16494" "IEA" "MF" "Kcna6" "chr6" "GO:0005216"
"250034" "100504356" NA NA "Gm20190" NA NA
"250035" "66108" "IBA" "MF" "Ndufa9" "chr6" "GO:0003954"
"250051" "11642" "IDA" "CC" "Akap3" "chr6" "GO:0001669"
"250064" "101320" "IEA" "MF" "Dyrk4" "chr6" "GO:0000166"
"250076" "19362" "ISO" "BP" "Rad51ap1" "chr6" "GO:0000724"
"250090" "28040" "ND" "MF" "D6Wsu163e" "chr6" "GO:0003674"
"250095" "14177" "IGI" "BP" "Fgf6" "chr6" "GO:0001502"
"250107" "64654" "IDA" "BP" "Fgf23" "chr6" "GO:0000165"
"250129" "319801" "IDA" "BP" "Tigar" "chr6" "GO:0002931"
"250167" "100861633" NA NA NA NA NA
"250168" "12444" "ISO" "BP" "Ccnd2" "chr6" "GO:0000082"
"250194" "77558" "ND" "MF" "9330179D12Rik" "chr6" "GO:0003674"
"250197" "101187" "ISO" "MF" "Parp11" "chr6" "GO:0003950"
"250209" "381812" "ISO" "BP" "Cracr2a" "chr6" "GO:0002115"
"250221" "381813" "ISO" "CC" "Prmt8" "chr6" "GO:0005886"
"250238" "100504457" NA NA "4921513H07Rik" NA NA
"250239" "68498" "ND" "MF" "Tspan11" "chr6" "GO:0003674"
"250244" "109246" "ND" "MF" "Tspan9" "chr6" "GO:0003674"
"250252" "330427" NA NA "9330102E08Rik" "chr6" NA
"250253" "21679" "IDA" "MF" "Tead4" "chr6" "GO:0000978"
"250281" "22158" "IMP" "BP" "Tulp3" "chr6" "GO:0001841"
"250322" "72440" "IEA" "BP" "Rhno1" "chr6" "GO:0000077"
"250329" "14235" "ISO" "BP" "Foxm1" "chr6" "GO:0000086"
"250366" "71149" "ND" "MF" "4933413G19Rik" "chr6" "GO:0003674"
"250369" "60345" "IDA" "BP" "Nrip2" "chr6" "GO:0000122"
"250378" "101142" "IMP" "BP" "Itfg2" "chr6" "GO:0002314"
"250387" "14228" "IEA" "BP" "Fkbp4" "chr6" "GO:0000413"
"250426" "791299" "ND" "MF" "Gm10069" "chr6" "GO:0003674"
"250429" "11287" "IDA" "MF" "Pzp" "chr6" "GO:0004866"
"250439" "667610" NA NA "Gm8724" NA NA
"250440" "232400" "IEA" "MF" "A2ml1" "chr6" "GO:0004866"
"250447" "17057" "IDA" "CC" "Klrb1a" "chr6" "GO:0005886"
"250452" "94071" "ISS" "MF" "Clec2h" "chr6" "GO:0004888"
"250460" "100043861" "IDA" "MF" "Klrb1" "chr6" "GO:0004872"
"250465" "17059" "IDA" "MF" "Klrb1c" "chr6" "GO:0004872"
"250475" "80782" "IDA" "MF" "Klrb1b" "chr6" "GO:0004872"
"250486" "232406" "ND" "MF" "BC035044" "chr6" "GO:0003674"
"250489" "93675" "NAS" "BP" "Clec2i" "chr6" "GO:0001765"
"250507" "70809" "IC" "CC" "Clec2g" "chr6" "GO:0005615"
"250514" "100504591" NA NA "Gm15987" "chr6" NA
"250515" "408064" NA NA "BC064078" "chr6" NA
"250516" "232408" "IDA" "MF" "Klrb1f" "chr6" "GO:0004872"
"250524" "232409" "ND" "MF" "Clec2e" "chr6" "GO:0003674"
"250531" "93694" "ISS" "MF" "Clec2d" "chr6" "GO:0004888"
"250544" "76432" "ND" "MF" "2310001H17Rik" "chr6" "GO:0003674"
"250547" "12515" "ISO" "MF" "Cd69" "chr6" "GO:0005509"
"250555" "381816" "ND" "MF" "4922502D21Rik" "chr6" "GO:0003674"
"250558" "232413" "IEA" "CC" "Clec12a" "chr6" "GO:0005886"
"250565" "71183" "ND" "CC" "Clec12b" "chr6" "GO:0005575"
"250571" "56760" "ISA" "MF" "Clec1b" "chr6" "GO:0004888"
"250578" "232414" "ISO" "BP" "Clec9a" "chr6" "GO:0006898"
"250586" "243653" "ND" "CC" "Clec1a" "chr6" "GO:0005575"
"250591" "56644" NA NA "Clec7a" "chr6" NA
"250592" "108078" "IEA" "BP" "Olr1" "chr6" "GO:0002376"
"250609" "330428" "ND" "MF" "Tmem52b" "chr6" "GO:0003674"
"250614" "100504641" NA NA "1700101I11Rik" "chr6" NA
"250615" "57436" "IPI" "MF" "Gabarapl1" "chr6" "GO:0005515"
"250633" "100861675" NA NA NA NA NA
"250634" "243655" "IDA" "BP" "Klre1" "chr6" "GO:0002223"
"250646" "16643" "ISO" "BP" "Klrd1" "chr6" "GO:0002228"
"250655" "27007" "IMP" "BP" "Klrk1" "chr6" "GO:0002223"
"250683" "58179" "IDA" "CC" "Klrc3" "chr6" "GO:0009897"
"250684" "16642" "IDA" "CC" "Klrc2" "chr6" "GO:0009897"
"250685" "16641" "IDA" "CC" "Klrc1" "chr6" "GO:0009897"
"250688" "735268" "IGI" "BP" "Mir680-1" "chr6" "GO:0014850"
"250689" "503550" "ISA" "CC" "Klri1" "chr6" "GO:0005887"
"250690" "320407" "ND" "MF" "Klri2" "chr6" "GO:0003674"
"250693" "232415" "ND" "BP" "Gm156" "chr6" "GO:0008150"
"250694" "170733" "IDA" "MF" "Klra17" "chr6" "GO:0042288"
"250695" "16636" "TAS" "CC" "Klra5" "chr6" "GO:0005886"
"250700" "667764" NA NA "Gm15854" NA NA
"250701" "16637" "TAS" "CC" "Klra6" "chr6" "GO:0005886"
"250706" "16635" "IEA" "BP" "Klra4" "chr6" "GO:0007155"
"250711" "667769" NA NA NA NA NA
"250712" "16639" "TAS" "CC" "Klra8" "chr6" "GO:0005886"
"250718" "654449" NA NA "Klra14-ps" "chr6" NA
"250719" "16640" "TAS" "CC" "Klra9" "chr6" "GO:0005886"
"250720" "16638" "TAS" "CC" "Klra7" "chr6" "GO:0005886"
"250726" "16628" "TAS" "CC" "Klra10" "chr6" "GO:0005886"
"250727" "16631" NA NA "Klra13-ps" NA NA
"250728" "16634" "TAS" "CC" "Klra3" "chr6" "GO:0005886"
"250729" "16627" "IDA" "MF" "Klra1" "chr6" "GO:0004871"
"250736" "100048471" NA NA NA NA NA
"250737" "100862219" NA NA NA NA NA
"250738" "625558" NA NA "Gm6600" NA NA
"250739" "434094" NA NA "Gm5581" NA NA
"250740" "16633" "TAS" "CC" "Klra2" "chr6" "GO:0005886"
"250745" "66441" "ISO" "BP" "Magohb" "chr6" "GO:0000184"
"250756" "243659" "IEA" "MF" "Styk1" "chr6" "GO:0000166"
"250779" "56449" "IDA" "BP" "Ybx3" "chr6" "GO:0000122"
"250810" "71392" "ND" "MF" "5430401F13Rik" "chr6" "GO:0003674"
"250813" "387355" "TAS" "BP" "Tas2r130" "chr6" "GO:0001580"
"250824" "387342" "TAS" "BP" "Tas2r107" "chr6" "GO:0001580"
"250833" "387341" "IEA" "MF" "Tas2r106" "chr6" "GO:0004871"
"250841" "387340" "IEA" "MF" "Tas2r104" "chr6" "GO:0004871"
"250849" "57252" "IEA" "MF" "Tas2r105" "chr6" "GO:0004871"
"250859" "387346" "ISO" "BP" "Tas2r114" "chr6" "GO:0001580"
"250869" "100502592" NA NA "LOC100502592" NA NA
"250870" "381833" "ND" "MF" "Prb1" "chr6" "GO:0003674"
"250873" "381832" "ND" "MF" "Prpmp5" "chr6" "GO:0003674"
"250876" "667929" "ND" "MF" "Gm8882" "chr6" "GO:0003674"
"250879" "381818" NA NA "Gm5154" NA NA
"250880" "19131" "IEA" "CC" "Prh1" "chr6" "GO:0005576"
"250881" "83380" "ND" "MF" "Prp2" "chr6" "GO:0003674"
"250885" "381819" "ND" "MF" "A630073D07Rik" "chr6" "GO:0003674"
"250888" "387348" "ISO" "BP" "Tas2r120" "chr6" "GO:0001580"
"250898" "387349" "ISO" "BP" "Tas2r121" "chr6" "GO:0001580"
"250910" "630845" NA NA "Tas2r122" "chr6" NA
"250911" "353325" NA NA "Tas2r115" "chr6" NA
"250912" "387351" "IEA" "MF" "Tas2r124" "chr6" "GO:0004871"
"250920" "387339" "TAS" "BP" "Tas2r102" "chr6" "GO:0001580"
"250921" "353165" "NAS" "BP" "Tas2r136" "chr6" "GO:0001580"
"250933" "353166" "IEA" "MF" "Tas2r117" "chr6" "GO:0004871"
"250941" "353167" "TAS" "BP" "Tas2r123" "chr6" "GO:0001580"
"250950" "112408" "IEA" "MF" "Tas2r116" "chr6" "GO:0004871"
"250958" "387344" "TAS" "BP" "Tas2r110" "chr6" "GO:0001580"
"250967" "387345" "IEA" "MF" "Tas2r113" "chr6" "GO:0004871"
"250975" "387352" "IEA" "MF" "Tas2r125" "chr6" "GO:0004871"
"250983" "387354" "IEA" "MF" "Tas2r129" "chr6" "GO:0004871"
"250991" "387356" "ND" "MF" "Tas2r131" "chr6" "GO:0003674"
"250994" "387343" "IEA" "MF" "Tas2r109" "chr6" "GO:0004871"
"251002" "667992" "IEA" "MF" "Tas2r103" "chr6" "GO:0004871"
"251010" "387616" "NAS" "BP" "Tas2r140" "chr6" "GO:0001580"
"251023" "381820" "ND" "MF" "Smim10l1" "chr6" "GO:0003674"
"251026" "232426" "ND" "MF" "5530400C23Rik" "chr6" "GO:0003674"
"251029" "545884" NA NA "Gm5885" "chr6" NA
"251030" "100502708" NA NA NA NA NA
"251031" "545886" NA NA "Gm5886" "chr6" NA
"251032" "16483" "IEA" "CC" "Kap" "chr6" "GO:0005576"
"251033" "14011" "ISO" "BP" "Etv6" "chr6" "GO:0000122"
"251053" "66813" "IPI" "MF" "Bcl2l14" "chr6" "GO:0005515"
"251062" "16974" "IGI" "BP" "Lrp6" "chr6" "GO:0001702"
"251207" "100861765" NA NA NA NA NA
"251208" "67729" "ND" "MF" "Mansc1" "chr6" "GO:0003674"
"251213" "67774" "ND" "MF" "Borcs5" "chr6" "GO:0003674"
"251222" "70686" "IDA" "BP" "Dusp16" "chr6" "GO:0000188"
"251233" "232430" "IEA" "MF" "Crebl2" "chr6" "GO:0003677"
"251247" "14760" "IEA" "MF" "Gpr19" "chr6" "GO:0004871"
"251257" "72813" NA NA "2810454H06Rik" "chr6" NA
"251258" "12576" "ISO" "BP" "Cdkn1b" "chr6" "GO:0000082"
"251316" "381822" NA NA "Lockd" "chr6" NA
"251317" "381823" "ND" "MF" "Apold1" "chr6" "GO:0003674"
"251321" "67755" "IEA" "MF" "Ddx47" "chr6" "GO:0000166"
"251338" "232431" "IEA" "MF" "Gprc5a" "chr6" "GO:0004871"
"251353" "93746" "ND" "MF" "Gprc5d" "chr6" "GO:0003674"
"251363" "15199" "IDA" "CC" "Hebp1" "chr6" "GO:0005737"
"251369" "100502888" NA NA "Gm19434" "chr6" NA
"251370" "74525" "ND" "MF" "Fam234b" "chr6" "GO:0003674"
"251375" "100861778" NA NA NA NA NA
"251376" "14840" "IPI" "MF" "Gsg1" "chr6" "GO:0005515"
"251382" "76400" "IEA" "MF" "Pbp2" "chr6" "GO:0000166"
"251392" "13730" "ISO" "CC" "Emp1" "chr6" "GO:0005886"
"251398" "100861780" NA NA NA NA NA
"251399" "14812" "ISO" "BP" "Grin2b" "chr6" "GO:0001508"
"251492" "668137" "IBA" "MF" "Gm8994" "chr6" "GO:0004004"
"251497" "100502936" "ND" "MF" "E330021D16Rik" "chr6" "GO:0003674"
"251500" "54343" "IDA" "BP" "Atf7ip" "chr6" "GO:0000122"
"251514" "66857" "ND" "MF" "Plbd1" "chr6" "GO:0003674"
"251521" "14917" "IEA" "MF" "Gucy2c" "chr6" "GO:0000166"
"251543" "320332" "ISO" "CC" "Hist4h4" "chr6" "GO:0000228"
"251563" "232440" "IEA" "CC" "H2afj" "chr6" "GO:0000786"
"251571" "60321" "ISO" "MF" "Wbp11" "chr6" "GO:0003723"
"251589" "320135" "ND" "MF" "BC049715" "chr6" "GO:0003674"
"251592" "654818" "ND" "MF" "Smco3" "chr6" "GO:0003674"
"251597" "109978" "ND" "MF" "Art4" "chr6" "GO:0003674"
"251608" "17313" "IEA" "BP" "Mgp" "chr6" "GO:0001503"
"251626" "69187" "IEA" "CC" "Erp27" "chr6" "GO:0005783"
